20200515,0.131
20200518,0.137
20200519,0.138
20200520,0.139
20200521,0.145
20200522,0.154
20200525,0.145
20200526,0.133
20200527,0.149
20200528,0.142
20200529,0.158
20200601,0.163
20200602,0.182
20200603,0.174
20200604,0.179
20200605,0.196
20200608,0.195
20200609,0.194
20200610,0.193
20200611,0.183
20200612,0.199
20200615,0.206
20200616,0.206
20200617,0.215
20200618,0.228
20200619,0.234
20200622,0.259
20200623,0.269
20200624,0.278
20200625,0.268
20200626,0.283
20200629,0.287
20200630,0.308
20200701,0.295
20200702,0.302
20200703,0.314
20200706,0.308
20200707,0.313
20200708,0.322
20200709,0.328
20200710,0.33
20200713,0.332
20200714,0.33
20200715,0.333
20200716,0.352
20200717,0.351
20200720,0.348
20200721,0.353
20200722,0.355
20200723,0.373
20200724,0.373
20200727,0.375
20200728,0.379
20200729,0.389
20200730,0.399
20200731,0.407
20200803,0.417
20200804,0.421
20200805,0.418
20200806,0.417
20200807,0.418
20200810,0.422
20200811,0.426
20200812,0.428
20200813,0.433
20200814,0.432
20200817,0.433
20200818,0.44
20200819,0.442
20200820,0.444
20200821,0.441
20200824,0.442
20200825,0.443
20200826,0.443
20200827,0.439
20200828,0.444
20200831,0.448
20200901,0.441
20200902,0.451
20200903,0.455
20200904,0.451
20200907,0.459
20200908,0.459
20200909,0.463
20200910,0.458
20200911,0.455
20200914,0.46
20200915,0.458
20200916,0.462
20200917,0.463
20200918,0.468
20200921,0.47
20200922,0.473
20200923,0.468
20200924,0.472
20200925,0.468
20200928,0.47
20200929,0.474
20200930,0.48
20201001,0.481
20201002,0.473
20201005,0.488
20201006,0.479
20201007,0.488
20201008,0.486
20201009,0.486
20201012,0.485
20201013,0.483
20201014,0.493
20201015,0.497
20201016,0.498
20201019,0.497
20201020,0.498
20201021,0.498
20201022,0.498
20201023,0.496
20201026,0.496
20201027,0.507
20201028,0.505
20201029,0.515
20201030,0.521
20201102,0.513
20201103,0.513
20201104,0.515
20201105,0.511
20201106,0.512
20201109,0.511
20201110,0.505
20201111,0.507
20201112,0.504
20201113,0.503
20201116,0.505
20201117,0.508
20201118,0.513
20201119,0.512
20201120,0.509
20201123,0.509
20201124,0.51
20201125,0.508
20201126,0.506
20201127,0.507
20201130,0.508
20201201,0.508
20201202,0.508
20201203,0.51
20201204,0.512
20201207,0.513
20201208,0.518
20201209,0.524
20201210,0.523
20201211,0.52
20201214,0.522
20201215,0.52
20201216,0.525
20201217,0.518
20201218,0.52
20201221,0.518
20201222,0.522
20201223,0.521
20201224,0.519
20201228,0.52
20201229,0.523
20201230,0.52
20201231,0.526
20210104,0.532
20210105,0.524
20210106,0.53
20210107,0.524
20210108,0.53
20210111,0.523
20210112,0.53
20210113,0.527
20210114,0.533
20210115,0.532
20210118,0.533
20210119,0.528
20210120,0.532
20210121,0.527
20210122,0.525
20210125,0.521
20210126,0.528
20210127,0.526
20210128,0.534
20210129,0.531
20210201,0.528
20210202,0.526
20210203,0.521
20210204,0.525
20210205,0.519
20210208,0.521
20210209,0.523
20210210,0.522
20210211,0.521
20210212,0.522
20210215,0.521
20210216,0.52
20210217,0.521
20210218,0.518
20210219,0.517
20210222,0.516
20210223,0.517
20210224,0.518
20210225,0.518
20210226,0.516
20210301,0.508
20210302,0.516
20210303,0.517
20210304,0.518
20210305,0.514
20210308,0.515
20210309,0.518
20210310,0.52
20210311,0.518
20210312,0.514
20210315,0.515
20210316,0.52
20210317,0.52
20210318,0.519
20210319,0.515
20210322,0.518
20210323,0.518
20210324,0.516
20210325,0.514
20210326,0.514
20210329,0.513
20210330,0.519
20210331,0.509
20210401,0.512
20210406,0.517
20210407,0.517
20210408,0.518
20210409,0.522
20210412,0.517
20210413,0.523
20210414,0.509
20210415,0.512
20210416,0.511
20210419,0.513
20210420,0.513
20210421,0.513
20210422,0.515
20210423,0.515
20210426,0.514
20210427,0.518
20210428,0.518
20210429,0.518
20210430,0.521
20210503,0.518
20210504,0.516
20210505,0.515
20210506,0.513
20210507,0.514
20210510,0.513
20210511,0.513
20210512,0.513
20210513,0.515
20210514,0.513
20210517,0.515
20210518,0.515
20210519,0.515
20210520,0.517
20210521,0.513
20210524,0.509
20210525,0.505
20210526,0.507
20210527,0.509
20210528,0.512
20210531,0.513
20210601,0.517
20210602,0.516
20210603,0.517
20210604,0.513
20210607,0.513
20210608,0.516
20210609,0.518
20210610,0.519
20210611,0.521
20210614,0.522
20210615,0.522
20210616,0.519
20210617,0.513
20210618,0.513
20210621,0.511
20210622,0.508
20210623,0.509
20210624,0.508
20210625,0.513
20210628,0.513
20210629,0.513
20210630,0.515
